,g_F,g_M,es_Graduate,es_High School,es_Other,ms_Other,ms_Single,age_31-45,age_46-65,age_Less than 30,age_More than 65,Balance_Limit_V1,PAY_JULY,PAY_AUG,PAY_SEP,PAY_OCT,PAY_NOV,PAY_DEC,DUE_AMT_JULY,DUE_AMT_AUG,DUE_AMT_SEP,DUE_AMT_OCT,DUE_AMT_NOV,DUE_AMT_DEC,PAID_AMT_JULY,PAID_AMT_AUG,PAID_AMT_SEP,PAID_AMT_OCT,PAID_AMT_NOV,PAID_AMT_DEC
g_F,1.0,-1.0,0.021374477750915586,0.010085637060400473,-0.02790939933349916,0.03157280307272908,-0.03157280307272908,0.0244726973259087,0.06042138295742822,-0.07788637961245169,0.019749296700664262,-0.02220182303046512,0.05431111754919598,0.0662101436064959,0.06162208240826669,0.055779070380493685,0.049763341032641115,0.040451446486451714,0.03443385947491968,0.0320494945609606,0.024856675151474997,0.02186864540617742,0.018449231764058896,0.018586742944548873,-0.0001453486815355417,-0.00034225036969300705,0.007310145524679254,0.0036093571078427648,0.0019101465493902648,0.003459056808155697
g_M,-1.0,1.0,-0.02137447775091555,-0.010085637060400525,0.027909399333499108,-0.03157280307272904,0.03157280307272904,-0.024472697325908694,-0.06042138295742823,0.07788637961245169,-0.019749296700664266,0.022201823030465147,-0.05431111754919598,-0.0662101436064959,-0.06162208240826669,-0.05577907038049365,-0.049763341032641135,-0.04045144648645173,-0.034433859474919656,-0.03204949456096061,-0.024856675151474994,-0.021868645406177428,-0.018449231764058917,-0.018586742944548876,0.0001453486815355464,0.00034225036969300586,-0.007310145524679246,-0.003609357107842768,-0.0019101465493902151,-0.003459056808155699
es_Graduate,0.021374477750915586,-0.02137447775091555,1.0,-0.32678711189819687,-0.7146317762621195,0.15544143288272408,-0.15544143288272408,0.03821793730907317,-0.10533936913602271,0.04582788178720095,-0.010219803768641057,0.24624524985097698,-0.1405411263508332,-0.16820395683939796,-0.1588660250635752,-0.15091664710986624,-0.1397762823018991,-0.1259306510307972,-0.022773649196813597,-0.02077835666391562,-0.01283508128109121,-0.00509810130547542,0.0004755180259623613,-0.0036627710544588584,0.04564490759786143,0.04314333492477971,0.05098659413247049,0.04490681020644424,0.04421074763960957,0.049758503317951445
es_High School,0.010085637060400473,-0.010085637060400525,-0.32678711189819687,1.0,-0.42756437304099076,-0.10846632758463425,0.10846632758463425,-0.04681743066779724,0.1984862841799606,-0.11660599920543832,0.04400273546407881,-0.13510157422692787,0.05936539295896606,0.06375434302618338,0.06134024112752012,0.056685956394150805,0.04897852379248343,0.039660421260958034,-0.02199155121524922,-0.022669626021541534,-0.022198295727416183,-0.03017001330915128,-0.029795290618689393,-0.030001736443775195,-0.020514240514939122,-0.016241384256038074,-0.027619429937514775,-0.01947638374646351,-0.03473885353113032,-0.036464745687036754
es_Other,-0.02790939933349916,0.027909399333499108,-0.7146317762621196,-0.42756437304099076,1.0,-0.06839970381580611,0.06839970381580611,-0.0019041479182262627,-0.04614984267639759,0.04246996823397681,-0.022792771352826688,-0.13553972953841154,0.09048894043909342,0.11369998043420909,0.10655502485192213,0.10239625857482373,0.09744506181103231,0.09109839588911511,0.03805969809449794,0.03665307098578315,0.02870649066745162,0.027206233553298462,0.021597728710036835,0.025708794425841022,-0.028475967204872346,-0.029245710263851157,-0.028326477967673076,-0.028538133014814455,-0.016576049960344036,-0.020605076020626976
ms_Other,0.03157280307272908,-0.03157280307272904,0.15544143288272405,-0.10846632758463425,-0.06839970381580612,0.9999999999999999,-0.9999999999999999,-0.1801485509719749,-0.264383616891693,0.4144688343194489,-0.04972682237495395,-0.1021118952553645,0.018200683120042596,0.02457607514336571,0.03138925045813054,0.030059700890352932,0.031227991081014553,0.026591078934611535,-0.0270561707954276,-0.02623698591242377,-0.029227538122771537,-0.026550031970056846,-0.029220931528504437,-0.024674879495195905,-0.010244752201147286,-0.012570382303757403,-0.002619957182615953,-0.015305940325692501,-0.0007622312116651275,-0.005085869874523504
ms_Single,-0.03157280307272908,0.03157280307272904,-0.15544143288272405,0.10846632758463425,0.06839970381580612,-0.9999999999999999,0.9999999999999999,0.1801485509719749,0.264383616891693,-0.4144688343194489,0.04972682237495395,0.1021118952553645,-0.018200683120042596,-0.02457607514336571,-0.03138925045813054,-0.030059700890352932,-0.031227991081014553,-0.026591078934611535,0.0270561707954276,0.02623698591242377,0.029227538122771537,0.026550031970056846,0.029220931528504437,0.024674879495195905,0.010244752201147286,0.012570382303757403,0.002619957182615953,0.015305940325692501,0.0007622312116651275,0.005085869874523504
age_31-45,0.0244726973259087,-0.024472697325908694,0.03821793730907317,-0.04681743066779725,-0.0019041479182262627,-0.1801485509719749,0.1801485509719749,1.0,-0.461989028832451,-0.6903343793669519,-0.06129446439678719,0.20085436767578319,-0.07421515179093296,-0.08526995532037777,-0.08337081869188456,-0.07892219254486543,-0.08015575500682612,-0.07037822883582813,0.04540397299530524,0.0456464120234595,0.047920773640696836,0.05172312638259211,0.05319794285956552,0.05019052378491743,0.034018215050285495,0.04131994581555231,0.037066953514883615,0.04370094267359994,0.03409698803522473,0.04566531389155244
age_46-65,0.06042138295742822,-0.06042138295742824,-0.10533936913602271,0.1984862841799606,-0.04614984267639758,-0.26438361689169293,0.26438361689169293,-0.46198902883245097,0.9999999999999999,-0.31240316538629936,-0.02773812991288916,0.005152361365534338,0.001661633773894888,0.0030902926947449236,0.006568018079413443,0.006185964115912586,8.193211090538576e-05,-0.0031852295913387305,0.01660363351989011,0.014750334326910705,0.01418605087672721,0.008282766632432999,0.005822061653129297,0.00471327728949223,0.0018423070365783045,-0.0011422582258640897,0.004279223250453817,0.0022468202618424874,-0.0007165250490566066,-0.004639291523462837
age_Less than 30,-0.07788637961245168,0.07788637961245168,0.04582788178720095,-0.11660599920543831,0.042469968233976814,0.4144688343194489,-0.4144688343194489,-0.6903343793669519,-0.31240316538629936,1.0,-0.04144813730015836,-0.22296035067504794,0.07837097876996955,0.08972940597039947,0.08535198726861916,0.08061314265004174,0.08628788201971352,0.07748005136687883,-0.06575273317140756,-0.06444481005449149,-0.06623490275128355,-0.06626061487282504,-0.06599395776364594,-0.06223555204855066,-0.0398482259784594,-0.04291225863811722,-0.044079662569915176,-0.04891897907650792,-0.03834676149057315,-0.045404990088669966
age_More than 65,0.019749296700664262,-0.019749296700664266,-0.010219803768641058,0.04400273546407881,-0.02279277135282669,-0.04972682237495395,0.04972682237495395,-0.06129446439678719,-0.027738129912889164,-0.041448137300158366,0.9999999999999999,0.02455196478968931,-0.00045942574798828786,-0.005487381900040771,-0.009221848562277965,-0.00711024853602962,-0.0024468474933028207,0.004993678656504492,0.02725883039721445,0.02676963300693216,0.025282219359198888,0.03096333794476161,0.03210494117060396,0.03495543998456948,0.014166892908131149,-0.003945782011488116,0.006310119088218196,0.001444727705045879,0.017954409748110224,0.0012001582034171082
Balance_Limit_V1,-0.022201823030465116,0.022201823030465147,0.24624524985097698,-0.13510157422692787,-0.13553972953841154,-0.10211189525536449,0.10211189525536449,0.20085436767578319,0.005152361365534338,-0.2229603506750479,0.024551964789689306,0.9999999999999999,-0.25725210264043097,-0.28146208195626177,-0.27478775135218797,-0.25076915336467487,-0.23743860334191438,-0.22430719054023399,0.2799219318630666,0.2725420838057358,0.27784242450894886,0.28651362905085725,0.2869164063219864,0.281861083507051,0.1819791661388714,0.16534068844143845,0.19430823058064592,0.19194844490498122,0.20790897339980044,0.21039893713858365
PAY_JULY,0.05431111754919598,-0.05431111754919598,-0.14054112635083318,0.05936539295896606,0.09048894043909343,0.0182006831200426,-0.0182006831200426,-0.07421515179093296,0.001661633773894888,0.07837097876996957,-0.00045942574798828786,-0.2572521026404309,1.0,0.672879438199122,0.5738210882200029,0.536305070630225,0.5075252675806953,0.47282923992968495,0.1856794123309032,0.18849027579273608,0.17721657148870354,0.17847168277918976,0.178959685810689,0.1741189864490122,-0.07664396300390519,-0.07068206208063309,-0.0719125228885799,-0.06616811492044969,-0.06178267124282021,-0.057383602325395966
PAY_AUG,0.0662101436064959,-0.0662101436064959,-0.16820395683939796,0.06375434302618338,0.11369998043420908,0.02457607514336571,-0.02457607514336571,-0.08526995532037779,0.003090292694744924,0.08972940597039947,-0.0054873819000407715,-0.28146208195626177,0.672879438199122,1.0,0.7694825749468355,0.6632990394411763,0.6231834590997112,0.5748089063922758,0.2313289613362864,0.23223646508348456,0.2203065863863468,0.22003504663153842,0.21824538361428902,0.2165077406756344,-0.08001963161069636,-0.058695055795262546,-0.05681180298826194,-0.04886651541702475,-0.03999192518208449,-0.03828973910689725
PAY_SEP,0.06162208240826669,-0.06162208240826669,-0.1588660250635752,0.06134024112752012,0.10655502485192214,0.03138925045813054,-0.03138925045813054,-0.08337081869188456,0.006568018079413443,0.08535198726861916,-0.009221848562277965,-0.274787751352188,0.5738210882200028,0.7694825749468355,1.0,0.7773246353403492,0.6852489468848049,0.631859752967098,0.20615685258712146,0.23561195799660428,0.2250747933189187,0.22587016545389793,0.22236712615023313,0.21881502332371236,0.0012690080572888222,-0.06614802585418973,-0.05353103515991319,-0.0468780180578751,-0.039131845399006465,-0.03738481624725951
PAY_OCT,0.05577907038049369,-0.05577907038049366,-0.15091664710986624,0.0566859563941508,0.10239625857482373,0.03005970089035293,-0.03005970089035293,-0.07892219254486543,0.006185964115912586,0.08061314265004174,-0.0071102485360296196,-0.25076915336467487,0.536305070630225,0.6632990394411763,0.7773246353403492,1.0,0.8163076946607756,0.7127011399224182,0.20144767567341673,0.2247541133453204,0.24312575399478842,0.24547607925924395,0.2414706955779671,0.23718381289761895,-0.009805087580092445,-0.0026882208408040434,-0.06732263593693373,-0.04288796523707227,-0.03496883130936855,-0.026743471950068497
PAY_NOV,0.049763341032641115,-0.049763341032641135,-0.1397762823018991,0.04897852379248343,0.09744506181103231,0.031227991081014556,-0.031227991081014556,-0.0801557550068261,8.193211090538576e-05,0.08628788201971352,-0.0024468474933028207,-0.2374386033419144,0.5075252675806953,0.6231834590997112,0.6852489468848048,0.8163076946607756,0.9999999999999998,0.8154710360310378,0.2046329778508687,0.22554570913561242,0.24105740649688295,0.27174351911640926,0.2674994585396764,0.260156213720317,-0.0061522874904334935,-0.004037605248693321,0.010611611606787882,-0.06068547516408879,-0.03490571240575844,-0.023680134685417416
PAY_DEC,0.040451446486451714,-0.04045144648645173,-0.12593065103079723,0.039660421260958034,0.09109839588911511,0.026591078934611535,-0.026591078934611535,-0.07037822883582812,-0.0031852295913387305,0.07748005136687883,0.004993678656504491,-0.22430719054023396,0.47282923992968495,0.5748089063922758,0.631859752967098,0.7127011399224182,0.8154710360310378,1.0,0.20788681248117546,0.2278986533729623,0.2409508716956456,0.268477502456178,0.2911228185093076,0.2858002452726109,-0.0023683925783984723,-0.0064811109322473895,0.007748906330870545,0.017286787907400215,-0.047212029669008976,-0.0263524688337358
DUE_AMT_JULY,0.03443385947491967,-0.03443385947491965,-0.022773649196813597,-0.021991551215249223,0.03805969809449794,-0.027056170795427596,0.027056170795427596,0.04540397299530524,0.01660363351989011,-0.06575273317140756,0.02725883039721445,0.2799219318630666,0.1856794123309032,0.23132896133628636,0.20615685258712146,0.20144767567341676,0.2046329778508687,0.20788681248117546,1.0,0.9505653355926234,0.8920594788573418,0.863838975994802,0.8310568348389965,0.8045205264285935,0.1444396916772145,0.09682902510864011,0.15760107573074322,0.15347608260564052,0.17020195568163676,0.18260817615041866
DUE_AMT_AUG,0.0320494945609606,-0.03204949456096061,-0.02077835666391562,-0.022669626021541534,0.036653070985783145,-0.026236985912423773,0.026236985912423773,0.0456464120234595,0.014750334326910705,-0.06444481005449149,0.02676963300693216,0.2725420838057358,0.18849027579273608,0.23223646508348453,0.23561195799660428,0.2247541133453204,0.2255457091356124,0.2278986533729623,0.9505653355926232,0.9999999999999998,0.9275359860672159,0.8954083889013876,0.8607120919570673,0.8328267251639637,0.280999687963308,0.0970450260395068,0.15023738422448385,0.14302416919423916,0.15947524921564232,0.17656019350762514
DUE_AMT_SEP,0.024856675151474997,-0.02485667515147499,-0.012835081281091208,-0.022198295727416186,0.028706490667451616,-0.029227538122771537,0.029227538122771537,0.047920773640696836,0.01418605087672721,-0.06623490275128355,0.02528221935919889,0.27784242450894886,0.17721657148870354,0.22030658638634676,0.2250747933189187,0.2431257539947884,0.24105740649688298,0.2409508716956456,0.8920594788573417,0.9275359860672159,1.0,0.9258564727882906,0.8829557037683289,0.8528533310256997,0.24470830323566292,0.3210425420125408,0.13503608922033725,0.13949236279546667,0.1846813009562433,0.18585551601422554
DUE_AMT_OCT,0.02186864540617742,-0.021868645406177428,-0.00509810130547542,-0.030170013309151276,0.027206233553298462,-0.02655003197005685,0.02655003197005685,0.051723126382592105,0.008282766632432997,-0.06626061487282503,0.03096333794476161,0.28651362905085725,0.17847168277918976,0.22003504663153842,0.22587016545389793,0.24547607925924395,0.27174351911640926,0.26847750245617796,0.863838975994802,0.8954083889013876,0.9258564727882908,1.0,0.9438287768024987,0.9029900240193506,0.23175167004780728,0.20678387569942558,0.29456307843099805,0.12343778094237784,0.1604290353464127,0.1805346240933547
DUE_AMT_NOV,0.0184492317640589,-0.018449231764058913,0.00047551802596236124,-0.029795290618689393,0.021597728710036835,-0.029220931528504437,0.029220931528504437,0.05319794285956552,0.005822061653129297,-0.06599395776364594,0.03210494117060396,0.28691640632198634,0.17895968581068902,0.21824538361428902,0.22236712615023313,0.2414706955779671,0.26749945853967644,0.2911228185093076,0.8310568348389965,0.8607120919570673,0.8829557037683289,0.9438287768024988,1.0,0.9444072357718425,0.21428721742656298,0.17978418358845089,0.25747206485980334,0.2853783137985313,0.13998229735480988,0.16334610973112537
DUE_AMT_DEC,0.018586742944548876,-0.018586742944548876,-0.003662771054458859,-0.030001736443775195,0.025708794425841026,-0.024674879495195905,0.024674879495195905,0.05019052378491743,0.00471327728949223,-0.06223555204855066,0.03495543998456948,0.28186108350705097,0.1741189864490122,0.21650774067563444,0.21881502332371236,0.23718381289761892,0.260156213720317,0.2858002452726109,0.8045205264285935,0.8328267251639637,0.8528533310256997,0.9029900240193505,0.9444072357718425,1.0,0.19632432479845033,0.17236383618510828,0.23761692616764996,0.2442291178100853,0.30635483998168106,0.11224184644235212
PAID_AMT_JULY,-0.0001453486815355417,0.0001453486815355464,0.045644907597861425,-0.020514240514939122,-0.028475967204872346,-0.010244752201147284,0.010244752201147284,0.034018215050285495,0.0018423070365783042,-0.0398482259784594,0.014166892908131147,0.1819791661388714,-0.07664396300390519,-0.08001963161069638,0.0012690080572888224,-0.009805087580092447,-0.0061522874904334935,-0.0023683925783984723,0.14443969167721452,0.280999687963308,0.24470830323566292,0.2317516700478073,0.21428721742656298,0.19632432479845033,1.0,0.297031340108671,0.266273655259538,0.21751142694454262,0.15280130850953305,0.1902257817038508
PAID_AMT_AUG,-0.00034225036969300705,0.00034225036969300586,0.0431433349247797,-0.016241384256038074,-0.029245710263851157,-0.012570382303757403,0.012570382303757403,0.0413199458155523,-0.0011422582258640895,-0.04291225863811722,-0.003945782011488116,0.16534068844143848,-0.07068206208063307,-0.05869505579526254,-0.06614802585418973,-0.0026882208408040434,-0.00403760524869332,-0.0064811109322473895,0.09682902510864012,0.0970450260395068,0.32104254201254084,0.20678387569942558,0.1797841835884509,0.17236383618510825,0.29703134010867094,1.0,0.2648533038336612,0.19128088364269444,0.1914886794955317,0.15963518004720267
PAID_AMT_SEP,0.007310145524679254,-0.007310145524679247,0.05098659413247049,-0.02761942993751478,-0.028326477967673076,-0.002619957182615953,0.002619957182615953,0.03706695351488362,0.004279223250453817,-0.044079662569915176,0.006310119088218196,0.19430823058064592,-0.0719125228885799,-0.05681180298826194,-0.05353103515991319,-0.06732263593693374,0.010611611606787882,0.007748906330870545,0.15760107573074325,0.15023738422448385,0.13503608922033722,0.294563078430998,0.2574720648598034,0.23761692616764998,0.266273655259538,0.2648533038336611,1.0,0.23550945657049063,0.1656901927289206,0.16920837404446043
PAID_AMT_OCT,0.0036093571078427648,-0.003609357107842768,0.044906810206444235,-0.019476383746463512,-0.028538133014814455,-0.015305940325692501,0.015305940325692501,0.043700942673599946,0.0022468202618424874,-0.04891897907650791,0.0014447277050458787,0.19194844490498122,-0.06616811492044969,-0.048866515417024754,-0.0468780180578751,-0.042887965237072265,-0.06068547516408879,0.017286787907400215,0.1534760826056405,0.14302416919423916,0.13949236279546667,0.12343778094237785,0.2853783137985313,0.24422911781008533,0.21751142694454265,0.19128088364269447,0.2355094565704906,1.0,0.14750857309008417,0.15464133868356525
PAID_AMT_NOV,0.0019101465493902648,-0.0019101465493902153,0.04421074763960957,-0.03473885353113031,-0.016576049960344036,-0.0007622312116651274,0.0007622312116651274,0.03409698803522473,-0.0007165250490566066,-0.03834676149057315,0.017954409748110224,0.20790897339980044,-0.0617826712428202,-0.03999192518208449,-0.039131845399006465,-0.03496883130936856,-0.03490571240575844,-0.047212029669008976,0.17020195568163676,0.15947524921564232,0.1846813009562433,0.1604290353464127,0.13998229735480988,0.30635483998168106,0.15280130850953305,0.19148867949553167,0.16569019272892058,0.14750857309008417,1.0,0.15657033808720291
PAID_AMT_DEC,0.0034590568081556967,-0.003459056808155699,0.04975850331795145,-0.03646474568703676,-0.020605076020626972,-0.005085869874523504,0.005085869874523504,0.04566531389155244,-0.0046392915234628376,-0.04540499008866997,0.0012001582034171082,0.21039893713858365,-0.057383602325395966,-0.03828973910689725,-0.03738481624725951,-0.0267434719500685,-0.023680134685417416,-0.0263524688337358,0.18260817615041863,0.17656019350762514,0.18585551601422556,0.1805346240933547,0.16334610973112537,0.11224184644235212,0.1902257817038508,0.15963518004720267,0.16920837404446043,0.15464133868356525,0.1565703380872029,0.9999999999999998
